APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
topic-based,marketing,digital marketing,content marketing,content performance & analytics,kpi tracking,"audience growth (subscribers, followers)"
topic-based,marketing,digital marketing,content marketing,content performance & analytics,reporting & insights,building content marketing dashboards
topic-based,marketing,digital marketing,content marketing,content performance & analytics,reporting & insights,content audits & performance reviews
topic-based,marketing,digital marketing,content marketing,content performance & analytics,testing & optimization,"a/b testing (headlines, ctas, formats)"
topic-based,marketing,digital marketing,content marketing,content performance & analytics,roi measurement,"attribution modeling (first-touch, multi-touch)"
topic-based,marketing,digital marketing,content marketing,content performance & analytics,roi measurement,calculating content marketing roi
topic-based,marketing,marketing strategy & planning,research & analysis,market & industry analysis,total addressable market (tam) sizing,
topic-based,marketing,marketing strategy & planning,research & analysis,market & industry analysis,industry trends & pest analysis,
topic-based,marketing,marketing strategy & planning,research & analysis,audience research,target persona development & validation,
topic-based,marketing,marketing strategy & planning,research & analysis,audience research,customer journey mapping,
topic-based,marketing,marketing strategy & planning,research & analysis,audience research,"customer interviews, surveys & feedback analysis",
topic-based,marketing,marketing strategy & planning,research & analysis,competitive landscape analysis,direct & indirect competitor identification,
topic-based,marketing,marketing strategy & planning,research & analysis,competitive landscape analysis,"swot analysis (strengths, weaknesses, opportunities, threats)",
topic-based,marketing,marketing strategy & planning,research & analysis,competitive landscape analysis,competitor digital channel & messaging audit,
topic-based,marketing,marketing strategy & planning,research & analysis,internal audit,current marketing performance & funnel analysis,
topic-based,marketing,marketing strategy & planning,research & analysis,internal audit,brand & product positioning review,
topic-based,marketing,marketing strategy & planning,core strategy development,goal setting & objectives,"defining business goals (e.g., revenue, market share)",
topic-based,marketing,marketing strategy & planning,core strategy development,goal setting & objectives,"translating goals to smart marketing objectives (specific, measurable, etc.)",
topic-based,marketing,marketing strategy & planning,core strategy development,goal setting & objectives,establishing key performance indicators (kpis),
topic-based,marketing,marketing strategy & planning,core strategy development,value proposition & messaging,defining the unique selling proposition (usp),
topic-based,marketing,marketing strategy & planning,core strategy development,value proposition & messaging,crafting the core brand story & messaging framework,
topic-based,marketing,marketing strategy & planning,core strategy development,go-to-market (gtm) strategy,new product or service launch plan,
topic-based,marketing,marketing strategy & planning,core strategy development,go-to-market (gtm) strategy,market penetration or expansion plan,
topic-based,marketing,marketing strategy & planning,channel & tactical planning,integrated channel strategy,"defining the role of each channel (seo, ppc, social, etc.)",
topic-based,marketing,marketing strategy & planning,channel & tactical planning,integrated channel strategy,mapping channels to the customer journey,
topic-based,marketing,marketing strategy & planning,channel & tactical planning,inbound marketing plan,content marketing & seo strategy,
topic-based,marketing,marketing strategy & planning,channel & tactical planning,demand generation plan,paid media & advertising strategy,
topic-based,marketing,marketing strategy & planning,channel & tactical planning,demand generation plan,email marketing & nurture strategy,
topic-based,marketing,marketing strategy & planning,channel & tactical planning,account-based marketing (abm) plan,target account list (tal) selection & tiering,
